Tweet Id;Text;Name;Screen Name;UTC;Created At;Favorites;Retweets;Language;Client;Tweet Type;URLs;Hashtags;Mentions;Media Type;Media URLs;;;
1462486326960435212;"RT @perruscoso : Otro TV SPOT de #SpiderManNoWayHome con varias escenas nuevas !!!!!!#Marvel #SpiderManNoWayHomeTrailer #SpiderMan 
https://t.co/n42hlvmAcx";aguilar ?;marioaglrsolis;2021-11-21T18:21:26.000Z;Sun Nov 21 18:21:26 +0000 2021;0;0;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;4;0;video;https://video.twimg.com/ext_tw_video/1462469259758612483/pu/pl/1jXNOKMXSGSF4qTN.m3u8?tag=12&container=fmp4;;;
1462486325496479746;@SpiderMan  @insomniacgames y’all give some respect to TripleJump for making the infamous dumpling recipe even worse! https://t.co/VQW3addlg1;TommyTheWankEngine;TriglycerideT;2021-11-21T18:21:26.000Z;Sun Nov 21 18:21:26 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Tweet;https://twitter.com/teamtriplejump/status/1461756158046179336 ;0;2;;;;;
1462486324317990915;RT @SpiderMan3news : New #SpiderManNoWayHome bag, pajamas and water bottles have been released https://t.co/Sel2V9xXuG;MCU Spider-Man ??;SpiderMan_MCU_;2021-11-21T18:21:26.000Z;Sun Nov 21 18:21:26 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;1;0;photo;https://pbs.twimg.com/media/FEvCY4QX0AoyJ3d.jpg;https://pbs.twimg.com/media/FEvCZP0XwAoGnSU.jpg;https://pbs.twimg.com/media/FEvCZlwXsAckpje.jpg;
1462486319859339267;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;Awesome Edits Production;AwesomeEditsPr1;2021-11-21T18:21:24.000Z;Sun Nov 21 18:21:24 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486314557878280;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;superfungus: flux;banishedfished;2021-11-21T18:21:23.000Z;Sun Nov 21 18:21:23 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486309960699905;"RT @mohitsharma_exe : TV Spot 6
#SpiderManNoWayHome 
#SpiderMan #NoWayHome https://t.co/w4Nu2UhMYE";Hilarity;hilarious_feg;2021-11-21T18:21:22.000Z;Sun Nov 21 18:21:22 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;3;0;video;https://video.twimg.com/ext_tw_video/1462477898007203843/pu/vid/634x360/XHgJZbJzWPvHiUtK.mp4?tag=12;;;
1462486304722079745;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;SadisticAutistic #BuyTrailsOfColdSteel;SADAUTS;2021-11-21T18:21:21.000Z;Sun Nov 21 18:21:21 +0000 2021;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486295490568192;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;HAPPY INC.;cowphyr;2021-11-21T18:21:19.000Z;Sun Nov 21 18:21:19 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486281775050755;Parker! Get me pictures of Spiderman stealing the magnesioaxinite crystal!;J Jonah Jameson;JJonah_Jameson;2021-11-21T18:21:15.000Z;Sun Nov 21 18:21:15 +0000 2021;0;0;en;"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>";Tweet;;0;0;;;;;
1462486275777343488;"Doctor Octopus, Electro, Sandman y el Lagarto en los nuevos TV spots de 'Spider-Man: No Way Home'.

#SpiderMan #SpiderManNoWayHome #NoWayHome https://t.co/VdzWf7Vkv1
#NoWayHome";NERV;NERV_alertNews;2021-11-21T18:21:14.000Z;Sun Nov 21 18:21:14 +0000 2021;1;0;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;;4;0;photo;https://pbs.twimg.com/media/FEvKp1JX0AEmvS-.jpg;https://pbs.twimg.com/media/FEvKqYpWYAMFjoW.jpg;https://pbs.twimg.com/media/FEvKq1bWYAEf6vW.jpg;https://pbs.twimg.com/media/FEvKrNUXoAsbelf.jpg
1462486273805983746;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;Nattylite;Diet_Natalie;2021-11-21T18:21:14.000Z;Sun Nov 21 18:21:14 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486260421959683;"spiderman 3 spoiler

nie bo dos³ownie ja siê œmia³am ¿e venom a tu XDDDDDDD https://t.co/j8QEPctPI7";wiewióra;huntingxthings;2021-11-21T18:21:10.000Z;Sun Nov 21 18:21:10 +0000 2021;0;0;pl;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;https://twitter.com/huntingxthings/status/1462486075792932872 ;0;0;;;;;
1462486257762770953;@reviews_steve hey Steve can you review the MTV Spiderman show please, its very dark.;David Padilla;DavidPa27657733;2021-11-21T18:21:10.000Z;Sun Nov 21 18:21:10 +0000 2021;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Reply;;0;1;;;;;
1462486250233864199;"RT @mohitsharma_exe : TV Spot 5
#SpiderManNoWayHome 
#SpiderMan #NoWayHome https://t.co/jxQwYL1inl";Hilarity;hilarious_feg;2021-11-21T18:21:08.000Z;Sun Nov 21 18:21:08 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;3;0;video;https://video.twimg.com/ext_tw_video/1462477638845419520/pu/vid/640x360/kMK-gYu0OQUAtfTh.mp4?tag=12;;;
1462486248082137093;RT @KinoFabino : The only Spiderman movie I want https://t.co/vEXwo4UAG9;garful;garful_;2021-11-21T18:21:07.000Z;Sun Nov 21 18:21:07 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEsdqJzXoAIpe4m.png;;;
1462486246534651910;RT @Crespo : Well done bro! ???????? @Fenerbahce https://t.co/48FXV5uypw;#32 SPIDER-MAN;erdi_spiderman;2021-11-21T18:21:07.000Z;Sun Nov 21 18:21:07 +0000 2021;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;https://twitter.com/ronaldmorgan_/status/1462480777220927489 ;0;1;;;;;
